s/n,date,Temperature(oC),Rel. Humidity(%),Light(lux),CO2(ppm),HumidityRatio(kg/kg),Occupancy
14839,14-02-15 9:58,20.06666667,36.36333333,24,509,0.005286624,0
14840,14-02-15 9:59,20.1,36.345,24,508,0.005294944,0
14841,14-02-15 10:00,20.1,36.345,24,505.25,0.005294944,0
14842,14-02-15 10:01,20.1,36.32666667,17.33333333,506.6666667,0.00529225,0
14843,14-02-15 10:01,20.1,36.29,14,504,0.005286863,0
14844,14-02-15 10:02,20.1,36.29,17.33333333,504,0.005286863,0
14845,14-02-15 10:04,20.13333333,36.29,17.33333333,506,0.005297874,0
14846,14-02-15 10:05,20.1,36.2225,26.5,503.75,0.005276946,0
14847,14-02-15 10:06,20.1,36.23,31,507.6666667,0.005278048,0
14848,14-02-15 10:07,20.1,36.29,31,511,0.005286863,0
14849,14-02-15 10:08,20.1,36.345,26.5,506,0.005294944,0
14850,14-02-15 10:08,20.1,36.4,18.5,505.5,0.005303025,0
14851,14-02-15 10:09,20.05,36.3725,14,506,0.005282468,0
14852,14-02-15 10:11,20.1,36.4,25.66666667,508,0.005303025,0
14853,14-02-15 10:12,20.1,36.5,19.75,506,0.005317718,0
14854,14-02-15 10:13,20.06666667,36.5,13,507.3333333,0.005306663,0
14855,14-02-15 10:14,20.025,36.5225,22,508.25,0.005296163,0
14856,14-02-15 10:14,20.05,36.545,31,510.5,0.005307734,0
14857,14-02-15 10:15,20.025,36.5225,31,510.5,0.005296163,0
14858,14-02-15 10:17,20.025,36.55,25.5,506.25,0.005300185,0
14859,14-02-15 10:18,20.05,36.645,33.5,507,0.005322382,0
14860,14-02-15 10:19,20.025,36.59,37,507.75,0.005306035,0
14861,14-02-15 10:20,20,36.53,37,507.3333333,0.005288994,0
14862,14-02-15 10:21,20.03333333,36.53,25,508.6666667,0.005300018,0
14863,14-02-15 10:21,20.1,36.59,19,512.5,0.005330943,0
14864,14-02-15 10:23,20.1,36.59,19,512.5,0.005330943,0
14865,14-02-15 10:24,20.1,36.59,37,512,0.005330943,0
14866,14-02-15 10:25,20.1,36.59,55,512.5,0.005330943,0
14867,14-02-15 10:25,20.1,36.645,26,506.5,0.005339025,0
14868,14-02-15 10:27,20.075,36.6725,40.5,510.75,0.005334733,0
14869,14-02-15 10:27,20.05,36.7,40.5,509,0.005330439,0
14870,14-02-15 10:28,20.075,36.545,39.5,509.25,0.005316027,0
14871,14-02-15 10:30,20.15,36.545,44,511,0.005340972,0
14872,14-02-15 10:31,20.1,36.59,52,498.6666667,0.005330943,0
14873,14-02-15 10:32,20.1,36.475,50,504.5,0.005314045,0
14874,14-02-15 10:33,20.16666667,36.43333333,48,505.3333333,0.005330053,0
14875,14-02-15 10:34,20.175,36.3725,45.5,506.75,0.005323844,0
14876,14-02-15 10:34,20.2,36.29,44,506.5,0.005319956,0
14877,14-02-15 10:36,20.23,36.32666667,44,505.6666667,0.005335351,0
14878,14-02-15 10:37,20.2675,36.345,44,510.5,0.005350564,0
14879,14-02-15 10:38,20.2,36.2,62,515.5,0.00530665,0
14880,14-02-15 10:38,20.26,36.26,52,515.3333333,0.005335448,0
14881,14-02-15 10:40,20.29,36.29,50,517,0.005349897,0
14882,14-02-15 10:40,20.29,36.29,68,517,0.005349897,0
14883,14-02-15 10:41,20.29,36.29,74,513,0.005349897,0
14884,14-02-15 10:43,20.26,36.32666667,63,511.6666667,0.005345342,0
14885,14-02-15 10:44,20.245,36.345,72,516.5,0.005343063,0
14886,14-02-15 10:45,20.29,36.4,81,516,0.005366253,0
14887,14-02-15 10:46,20.29,36.4,66.5,511,0.005366253,0
14888,14-02-15 10:46,20.26,36.26,87,508.6666667,0.005335448,0
14889,14-02-15 10:47,20.29,36.345,106,512.5,0.005358075,0
14890,14-02-15 10:49,20.29,36.29,128,510.6666667,0.005349897,0
14891,14-02-15 10:50,20.34,36.29,121.5,510.25,0.005366595,0
14892,14-02-15 10:51,20.365,36.195,152.5,514.5,0.005360769,0
14893,14-02-15 10:52,20.39,36.09,215,514.75,0.005353415,0
14894,14-02-15 10:53,20.39,36,345,517,0.00533995,0
14895,14-02-15 10:53,20.5,36,362.5,518,0.005376649,0
14896,14-02-15 10:54,20.56666667,35.86333333,260.3333333,515.3333333,0.005378325,0
14897,14-02-15 10:56,20.625,35.79,210.75,518.5,0.00538674,0
14898,14-02-15 10:57,20.65,35.79,179.25,516,0.00539512,0
14899,14-02-15 10:58,20.7,35.79,205,515.6666667,0.005411913,0
14900,14-02-15 10:59,20.66666667,35.69333333,235.6666667,516,0.005385999,0
14901,14-02-15 10:59,20.73,35.66333333,213.3333333,512,0.005402655,0
14902,14-02-15 11:00,20.745,35.59,135,511.5,0.005396476,0
14903,14-02-15 11:02,20.79,35.59,119,508,0.005411581,0
14904,14-02-15 11:03,20.79,35.59,128.25,507.75,0.005411581,0
14905,14-02-15 11:04,20.79,35.5225,134.6,512,0.005401229,0
14906,14-02-15 11:05,20.79,35.5,158,512.75,0.005397778,0
14907,14-02-15 11:06,20.79,35.5,173.5,513.5,0.005397778,0
14908,14-02-15 11:06,20.79,35.4,131,515,0.005382441,0
14909,14-02-15 11:08,20.79,35.4,141.3333333,513.3333333,0.005382441,0
14910,14-02-15 11:09,20.79,35.4,128,509.75,0.005382441,0
14911,14-02-15 11:10,20.815,35.425,136,510.25,0.005394643,0
14912,14-02-15 11:10,20.79,35.345,193,515,0.005374006,0
14913,14-02-15 11:12,20.79,35.4,78.5,513.5,0.005382441,0
14914,14-02-15 11:12,20.815,35.4,66.25,504,0.005390803,0
14915,14-02-15 11:13,20.79,35.4,68,505.5,0.005382441,0
14916,14-02-15 11:15,20.79,35.4,53,506.5,0.005382441,0
14917,14-02-15 11:16,20.84,35.45,47,505.5,0.005406869,0
14918,14-02-15 11:17,20.815,35.425,42.25,506.5,0.005394643,0
14919,14-02-15 11:18,20.79,35.4,43,505.3333333,0.005382441,0
14920,14-02-15 11:19,20.736,35.4,47.8,503.5,0.005364418,0
14921,14-02-15 11:19,20.76,35.36333333,51.33333333,503.75,0.005366809,0
14922,14-02-15 11:21,20.7,35.3725,50,505,0.005348239,0
14923,14-02-15 11:22,20.7,35.4,57.75,503.25,0.005352433,0
14924,14-02-15 11:23,20.7,35.4,89.66666667,497.3333333,0.005352433,0
14925,14-02-15 11:23,20.7,35.43333333,161.3333333,497,0.005357516,0
14926,14-02-15 11:25,20.7,35.4,217.25,502,0.005352433,0
14927,14-02-15 11:25,20.76,35.4,127.6666667,500,0.005372422,0
14928,14-02-15 11:26,20.7675,35.29,103.5,505.25,0.005358079,0
14929,14-02-15 11:28,20.745,35.09,84.5,507,0.005320014,0
14930,14-02-15 11:29,20.7,35.16333333,66.66666667,507.6666667,0.005316343,0
14931,14-02-15 11:30,20.7,35.2225,64.25,508.5,0.005325365,0
14932,14-02-15 11:31,20.7,35.26,54,508.6666667,0.005331083,0
14933,14-02-15 11:31,20.675,35.2675,44,508,0.005323949,0
14934,14-02-15 11:32,20.7,35.2675,54.5,504.75,0.005332227,0
14935,14-02-15 11:34,20.675,35.24,48.5,498.25,0.005319762,0
14936,14-02-15 11:35,20.6,35.2,44,503,0.005288956,0
14937,14-02-15 11:36,20.6,35.26,35.66666667,501.6666667,0.005298048,0
14938,14-02-15 11:37,20.56666667,35.29,43,499,0.005291613,0
14939,14-02-15 11:38,20.6,35.345,47.75,504.25,0.005310929,0
14940,14-02-15 11:38,20.6,35.29,35.66666667,503.6666667,0.005302594,0
14941,14-02-15 11:39,20.56666667,35.32666667,44,500.6666667,0.005297158,0
14942,14-02-15 11:41,20.6,35.3175,50,504.75,0.005306761,0
14943,14-02-15 11:42,20.525,35.29,50,507.5,0.005277915,0
14944,14-02-15 11:43,20.525,35.3175,65.5,505.75,0.005282062,0
14945,14-02-15 11:44,20.55,35.29,94,503,0.00528613,0
14946,14-02-15 11:44,20.5,35.345,98.5,509.25,0.005277994,0
14947,14-02-15 11:45,20.53333333,35.32666667,120.6666667,508,0.005286185,0
14948,14-02-15 11:47,20.6,35.29,125.5,503,0.005302594,0
14949,14-02-15 11:48,20.6,35.23,134,505,0.005293502,0
14950,14-02-15 11:49,20.65,35.2225,171,506,0.005308842,0
14951,14-02-15 11:50,20.7,35.145,166,506,0.005313548,0
14952,14-02-15 11:51,20.7,35.1175,185.25,508.5,0.005309354,0
14953,14-02-15 11:51,20.7,35.09,177.3333333,515.3333333,0.005305161,0
14954,14-02-15 11:53,20.7,35.03,387.3333333,513.6666667,0.005296013,0
14955,14-02-15 11:54,20.79,34.95,192.5,511.25,0.005313436,0
14956,14-02-15 11:55,20.79,34.8175,143,510,0.00529312,0
14957,14-02-15 11:55,20.79,34.79,143.5,509.5,0.005288904,0
14958,14-02-15 11:57,20.79,34.79,176,508.5,0.005288904,0
14959,14-02-15 11:57,20.82333333,34.79,305,504.3333333,0.005299861,0
14960,14-02-15 11:58,20.89,34.79,201.25,509.5,0.005321834,0
14961,14-02-15 12:00,20.89,34.745,203.5,509.5,0.005314892,0
14962,14-02-15 12:01,20.92666667,34.73,108,504,0.005324676,0
14963,14-02-15 12:02,20.89,34.7,105,507.5,0.005307949,0
14964,14-02-15 12:03,20.9175,34.7,93,510.5,0.005317013,0
14965,14-02-15 12:04,20.89,34.7,68.5,508.75,0.005307949,0
14966,14-02-15 12:04,20.89,34.645,74,508.5,0.005299464,0
14967,14-02-15 12:06,20.89,34.7,115.75,506.75,0.005307949,0
14968,14-02-15 12:07,20.85666667,34.66333333,120.3333333,504,0.005291337,0
14969,14-02-15 12:08,20.89,34.7,112,503,0.005307949,0
14970,14-02-15 12:08,20.85666667,34.56,87,510.6666667,0.005275429,0
14971,14-02-15 12:10,20.84,34.545,74,511,0.005267669,0
14972,14-02-15 12:10,20.82333333,34.43333333,73.5,512,0.005245068,0
14973,14-02-15 12:11,20.82333333,34.4,53,509,0.005239948,0
14974,14-02-15 12:13,20.79,34.5,44,507.25,0.005244446,0
14975,14-02-15 12:14,20.79,34.43333333,67.66666667,510.3333333,0.005234226,0
14976,14-02-15 12:15,20.79,34.5,62.5,513,0.005244446,0
14977,14-02-15 12:16,20.79,34.46666667,148.3333333,511.6666667,0.005239336,0
14978,14-02-15 12:16,20.79,34.5,220,501,0.005244446,0
14979,14-02-15 12:17,20.79,34.5,78.5,503.5,0.005244446,0
14980,14-02-15 12:19,20.79,34.5,47,514,0.005244446,0
14981,14-02-15 12:20,20.79,34.4,46,510,0.005229117,0
14982,14-02-15 12:21,20.79,34.3175,33.5,508.75,0.005216471,0
14983,14-02-15 12:22,20.745,34.4,31,509,0.005214525,0
14984,14-02-15 12:23,20.7,34.44,36.5,508.5,0.005206067,0
14985,14-02-15 12:23,20.7,34.56,35.25,506.25,0.005224359,0
14986,14-02-15 12:24,20.7,34.59,19,509.5,0.005228932,0
14987,14-02-15 12:26,20.7,34.53,19,512.3333333,0.005219786,0
14988,14-02-15 12:27,20.7,34.5,26.5,513.5,0.005215213,0
14989,14-02-15 12:28,20.7,34.59,24,513.5,0.005228932,0
14990,14-02-15 12:29,20.6,34.59,24,513,0.005196535,0
14991,14-02-15 12:29,20.6,34.59,24,514,0.005196535,0
14992,14-02-15 12:30,20.6,34.59,24,514,0.005196535,0
14993,14-02-15 12:32,20.55,34.645,24,515,0.005188709,0
14994,14-02-15 12:33,20.5,34.79,13,504.5,0.005194424,0
14995,14-02-15 12:34,20.5,34.8975,31,510,0.005210609,0
14996,14-02-15 12:35,20.5,35,31,510.5,0.005226043,0
14997,14-02-15 12:36,20.445,34.95,29.25,504.75,0.005200682,0
14998,14-02-15 12:36,20.46333333,34.96666667,31,505,0.005209124,0
14999,14-02-15 12:38,20.39,34.925,38.75,506.5,0.005179165,0
15000,14-02-15 12:39,20.39,35,45.33333333,505,0.00519038,0
15001,14-02-15 12:40,20.39,35,26,508.75,0.00519038,0
15002,14-02-15 12:40,20.39,35,35,508,0.00519038,0
15003,14-02-15 12:42,20.39,35,33.25,505,0.00519038,0
15004,14-02-15 12:42,20.39,35,45.33333333,505.3333333,0.00519038,0
15005,14-02-15 12:43,20.39,35.09,40.5,504.25,0.005203839,0
15006,14-02-15 12:45,20.35666667,35.09,47.66666667,500,0.005193046,0
15007,14-02-15 12:46,20.315,35.09,47,499,0.005179584,0
15008,14-02-15 12:47,20.35666667,35.16333333,70.66666667,501,0.00520399,0
15009,14-02-15 12:48,20.34,35.2,90,503.5,0.005204056,0
15010,14-02-15 12:49,20.39,35.2,116.3333333,497.6666667,0.005220288,0
15011,14-02-15 12:49,20.365,35.1725,88.75,498.25,0.00520806,0
15012,14-02-15 12:51,20.39,35.09,97.75,501,0.005203839,0
15013,14-02-15 12:52,20.39,35.09,90.5,499.75,0.005203839,0
15014,14-02-15 12:53,20.39,35.09,103.5,499,0.005203839,0
15015,14-02-15 12:53,20.39,35.09,89.5,496.75,0.005203839,0
15016,14-02-15 12:55,20.39,35.09,113,497,0.005203839,0
15017,14-02-15 12:55,20.42666667,35.09,104.6666667,496.3333333,0.005215733,0
15018,14-02-15 12:56,20.4175,35.0225,148.75,494.5,0.005202646,0
15019,14-02-15 12:58,20.5,35,98.5,499,0.005226043,0
15020,14-02-15 12:59,20.5,35,214,500,0.005226043,0
15021,14-02-15 13:00,20.5,35,189,495.5,0.005226043,0
15022,14-02-15 13:01,20.6,34.8725,183,492.75,0.005239333,0
15023,14-02-15 13:01,20.6,34.82666667,131,494,0.005232389,0
15024,14-02-15 13:02,20.625,34.79,156.25,497.25,0.005234964,0
15025,14-02-15 13:04,20.625,34.79,201.25,498.75,0.005234964,0
15026,14-02-15 13:05,20.7,34.845,287,498.5,0.005267807,0
15027,14-02-15 13:06,20.68,34.736,207.2,495,0.005244668,0
15028,14-02-15 13:07,20.73,34.62666667,159,495,0.005244286,0
15029,14-02-15 13:08,20.7675,34.59,222,497,0.005250901,0
15030,14-02-15 13:08,20.82333333,34.62666667,180.3333333,502.3333333,0.005274768,0
15031,14-02-15 13:09,20.79,34.5,114.5,498.25,0.005244446,0
15032,14-02-15 13:11,20.79,34.5,100,498,0.005244446,0
15033,14-02-15 13:12,20.79,34.5,84.5,497.5,0.005244446,0
15034,14-02-15 13:13,20.79,34.5,74,494.25,0.005244446,0
15035,14-02-15 13:14,20.79,34.545,57,500.5,0.005251344,0
15036,14-02-15 13:14,20.79,34.59,48.5,498.5,0.005258242,0
15037,14-02-15 13:15,20.79,34.59,44,498,0.005258242,0
15038,14-02-15 13:17,20.745,34.59,39.5,499,0.005243569,0
15039,14-02-15 13:18,20.73,34.62666667,56,504,0.005244286,0
15040,14-02-15 13:19,20.7225,34.6175,45.5,499.25,0.005240444,0
15041,14-02-15 13:20,20.7,34.7,40.5,495.75,0.005245701,0
15042,14-02-15 13:21,20.7,34.7,55,496.6666667,0.005245701,0
15043,14-02-15 13:21,20.7,34.7,37,496,0.005245701,0
15044,14-02-15 13:23,20.675,34.7675,40.5,498.75,0.005247833,0
15045,14-02-15 13:24,20.7,34.79,50,496,0.005259422,0
15046,14-02-15 13:25,20.7,34.8175,53.5,498,0.005263614,0
15047,14-02-15 13:25,20.7,34.9,42.66666667,498,0.005276192,0
15048,14-02-15 13:27,20.65,34.975,47,500.25,0.005271222,0
15049,14-02-15 13:27,20.6,34.96666667,56,503.3333333,0.0052536,0
15050,14-02-15 13:28,20.6,35,51,503,0.005258651,0
15051,14-02-15 13:30,20.6,35.0225,65.5,501.5,0.00526206,0
15052,14-02-15 13:31,20.6,35.09,64.25,503.5,0.005272288,0
15053,14-02-15 13:32,20.6,35.12666667,58.33333333,503.3333333,0.005277844,0
15054,14-02-15 13:33,20.6,35.1725,60.75,507.5,0.005284789,0
15055,14-02-15 13:34,20.6,35.1725,68,505.5,0.005284789,0
15056,14-02-15 13:34,20.6,35.16333333,68,507,0.0052834,0
15057,14-02-15 13:36,20.6,35.145,77,512,0.005280622,0
15058,14-02-15 13:37,20.6,35.09,57,506,0.005272288,0
15059,14-02-15 13:38,20.6,35.2,74,506.5,0.005288956,0
15060,14-02-15 13:38,20.6,35.2,75.75,496.5,0.005288956,0
15061,14-02-15 13:40,20.6,35.2,59.5,497.5,0.005288956,0
15062,14-02-15 13:40,20.6,35.245,78.5,496,0.005295775,0
15063,14-02-15 13:41,20.5,35.29,81,503,0.005269711,0
15064,14-02-15 13:43,20.55,35.29,81,504,0.00528613,0
15065,14-02-15 13:44,20.5,35.29,61.25,505.5,0.005269711,0
15066,14-02-15 13:45,20.53333333,35.29,60.75,507.5,0.005280652,0
15067,14-02-15 13:46,20.525,35.29,50,501,0.005277915,0
15068,14-02-15 13:46,20.56666667,35.29,54,501.3333333,0.005291613,0
15069,14-02-15 13:47,20.5,35.32666667,52,498,0.005275233,0
15070,14-02-15 13:49,20.5,35.29,54.5,502.75,0.005269711,0
15071,14-02-15 13:50,20.5,35.32666667,44,502,0.005275233,0
15072,14-02-15 13:51,20.5,35.3725,42.25,502,0.005282135,0
15073,14-02-15 13:52,20.5,35.4,47.75,502.5,0.005286276,0
15074,14-02-15 13:53,20.5,35.4,37,509,0.005286276,0
15075,14-02-15 13:53,20.5,35.4,37,509,0.005286276,0
15076,14-02-15 13:54,20.4175,35.3175,37,504,0.005246838,0
15077,14-02-15 13:56,20.5,35.4,23.5,509,0.005286276,0
15078,14-02-15 13:57,20.42666667,35.36333333,19,508,0.005256704,0
15079,14-02-15 13:58,20.39,35.3725,33.5,505,0.005246087,0
15080,14-02-15 13:59,20.39,35.4,38.33333333,502.6666667,0.0052502,0
15081,14-02-15 13:59,20.39,35.43333333,31,502.3333333,0.005255185,0
15082,14-02-15 14:00,20.365,35.425,31,503.25,0.005245764,0
15083,14-02-15 14:02,20.39,35.5,31,508.5,0.005265156,0
15084,14-02-15 14:03,20.32333333,35.5,31,510.6666667,0.005243335,0
15085,14-02-15 14:04,20.29,35.59,28.66666667,509,0.005245832,0
15086,14-02-15 14:05,20.29,35.59,37,501.5,0.005245832,0
15087,14-02-15 14:06,20.29,35.59,37,504.25,0.005245832,0
15088,14-02-15 14:06,20.34,35.545,19,503,0.005255492,0
15089,14-02-15 14:08,20.29,35.59,28.66666667,502.6666667,0.005245832,0
15090,14-02-15 14:09,20.29,35.59,32.66666667,506,0.005245832,0
15091,14-02-15 14:10,20.29,35.59,31,506.5,0.005245832,0
15092,14-02-15 14:10,20.29,35.59,31,505,0.005245832,0
15093,14-02-15 14:12,20.2675,35.5675,13,507.25,0.00523514,0
15094,14-02-15 14:12,20.29,35.7,13,506.75,0.005262183,0
15095,14-02-15 14:13,20.29,35.7,31,505,0.005262183,0
15096,14-02-15 14:15,20.2,35.59,31,505,0.005216479,0
15097,14-02-15 14:16,20.2,35.7,31,506.6666667,0.005232737,0
15098,14-02-15 14:17,20.2,35.7,31,511.5,0.005232737,0
15099,14-02-15 14:18,20.2,35.7,31,511,0.005232737,0
15100,14-02-15 14:19,20.2,35.7,33.5,506.5,0.005232737,0
15101,14-02-15 14:19,20.2,35.7,19,506,0.005232737,0
15102,14-02-15 14:21,20.2,35.7,37,507.25,0.005232737,0
15103,14-02-15 14:22,20.16666667,35.7,37,504,0.005221868,0
15104,14-02-15 14:23,20.16666667,35.73,37,507,0.005226293,0
15105,14-02-15 14:23,20.15,35.7,47.75,510,0.005216442,0
15106,14-02-15 14:25,20.1,35.7,40.5,506.75,0.005200191,0
15107,14-02-15 14:25,20.1,35.745,40.5,506,0.005206801,0
15108,14-02-15 14:26,20.13333333,35.79,39.33333333,511.3333333,0.005224267,0
15109,14-02-15 14:28,20.13333333,35.79,37,509.3333333,0.005224267,0
15110,14-02-15 14:29,20.15,35.79,37,511,0.005229703,0
15111,14-02-15 14:30,20.1,35.79,19,508.3333333,0.005213411,0
15112,14-02-15 14:31,20.1,35.79,19,516,0.005213411,0
15113,14-02-15 14:31,20.13333333,35.86333333,32.66666667,510,0.005235062,0
15114,14-02-15 14:32,20.15,35.79,31,510.5,0.005229703,0
15115,14-02-15 14:34,20.1,35.878,31,508.6,0.005226337,0
15116,14-02-15 14:35,20.1,35.9,31,513,0.005229569,0
15117,14-02-15 14:36,20.1,35.86333333,31,508.3333333,0.005224183,0
15118,14-02-15 14:37,20.1,35.79,31,506.6666667,0.005213411,0
15119,14-02-15 14:38,20.1,35.9,13,509.25,0.005229569,0
15120,14-02-15 14:38,20.1,35.9,13,510,0.005229569,0
15121,14-02-15 14:39,20.1,35.9,13,511,0.005229569,0
15122,14-02-15 14:41,20.1,35.9,22,511,0.005229569,0
15123,14-02-15 14:42,20.05,35.8725,32.25,505.5,0.005209244,0
15124,14-02-15 14:43,20.05,35.925,28,504.5,0.005216931,0
15125,14-02-15 14:44,20.05,35.95,37,505,0.005220592,0
15126,14-02-15 14:44,20.05,35.95,37,508,0.005220592,0
15127,14-02-15 14:45,20,35.9,37,506.3333333,0.005197017,0
15128,14-02-15 14:47,20,35.9,37,513,0.005197017,0
15129,14-02-15 14:48,20,35.9,45.33333333,511,0.005197017,0
15130,14-02-15 14:49,20,35.9,26,511.3333333,0.005197017,0
15131,14-02-15 14:50,20,35.9,35,511,0.005197017,0
15132,14-02-15 14:51,20,35.9,33.25,504.5,0.005197017,0
15133,14-02-15 14:51,20,35.9,55,505,0.005197017,0
15134,14-02-15 14:53,20,35.9,37,508.25,0.005197017,0
15135,14-02-15 14:54,20,35.9,37,506.3333333,0.005197017,0
15136,14-02-15 14:55,20,35.925,37,508.75,0.005200667,0
15137,14-02-15 14:55,20,35.9,37,512.5,0.005197017,0
15138,14-02-15 14:57,20,35.9,37,514,0.005197017,0
15139,14-02-15 14:57,20,35.95,28,508,0.005204316,0
15140,14-02-15 14:58,20,36,19,513,0.005211615,0
15141,14-02-15 15:00,20,36,33.5,510.5,0.005211615,0
15142,14-02-15 15:01,19.9725,36,26.5,506.75,0.00520267,0
15143,14-02-15 15:02,19.96333333,36,13,508.6666667,0.005199691,0
15144,14-02-15 15:03,19.945,36,26.5,510.5,0.005193738,0
15145,14-02-15 15:04,20,36,24,513,0.005211615,0
15146,14-02-15 15:04,19.945,36,24,513,0.005193738,0
15147,14-02-15 15:06,19.945,36,24,512,0.005193738,0
15148,14-02-15 15:07,19.89,36,24,514,0.005175915,0
15149,14-02-15 15:08,19.92666667,36,24,509,0.005187791,0
15150,14-02-15 15:08,19.92666667,36,24,506,0.005187791,0
15151,14-02-15 15:10,19.89,36,24,505.5,0.005175915,0
15152,14-02-15 15:10,19.89,36,24,506.5,0.005175915,0
15153,14-02-15 15:11,19.89,36,24,509.5,0.005175915,0
15154,14-02-15 15:13,19.89,36.09,24,513.5,0.005188963,0
15155,14-02-15 15:14,19.89,36.09,24,513,0.005188963,0
15156,14-02-15 15:15,19.89,36,24,512,0.005175915,0
15157,14-02-15 15:16,19.89,36,24,509,0.005175915,0
15158,14-02-15 15:16,19.89,36,14,502.75,0.005175915,0
15159,14-02-15 15:17,19.89,36,20.33333333,503.3333333,0.005175915,0
15160,14-02-15 15:19,19.89,36.045,26.5,511,0.005182439,0
15161,14-02-15 15:20,19.89,36.12666667,25,517.6666667,0.005194278,0
15162,14-02-15 15:21,19.89,36.2,25.25,518,0.005204911,0
15163,14-02-15 15:22,19.89,36.2,44,519,0.005204911,0
15164,14-02-15 15:23,19.89,36.29,47,509,0.005217959,0
15165,14-02-15 15:23,19.89,36.29,62.5,510,0.005217959,0
15166,14-02-15 15:24,19.89,36.29,63,510.5,0.005217959,0
15167,14-02-15 15:26,19.89,36.29,52.25,508,0.005217959,0
15168,14-02-15 15:27,19.89,36.29,57,509,0.005217959,0
15169,14-02-15 15:28,19.89,36.29,48.5,511,0.005217959,0
15170,14-02-15 15:29,19.89,36.23,37,511,0.00520926,0
15171,14-02-15 15:29,19.89,36.2,33.5,513.5,0.005204911,0
15172,14-02-15 15:30,19.89,36.2,31,518.5,0.005204911,0
15173,14-02-15 15:32,19.945,36.2,31,514,0.005222834,0
15174,14-02-15 15:33,19.89,36.2,31,512,0.005204911,0
15175,14-02-15 15:34,19.89,36.2,31,509,0.005204911,0
15176,14-02-15 15:35,19.89,36.2,31,510.5,0.005204911,0
15177,14-02-15 15:36,19.89,36.2,31,511,0.005204911,0
15178,14-02-15 15:36,19.84,36.245,13,512,0.005195167,0
15179,14-02-15 15:38,19.865,36.245,17.5,510.75,0.005203296,0
15180,14-02-15 15:39,19.82333333,36.2,13,513,0.005183258,0
15181,14-02-15 15:40,19.815,36.145,13,511.6666667,0.00517262,0
15182,14-02-15 15:40,19.79,36.1725,26.5,509.8,0.0051685,0
15183,14-02-15 15:42,19.79,36.09,32,513,0.005156614,0
15184,14-02-15 15:42,19.79,36.145,14,508.5,0.005164538,0
15185,14-02-15 15:43,19.79,36.2,24,510.5,0.005172462,0
15186,14-02-15 15:45,19.79,36.2,24,509,0.005172462,0
15187,14-02-15 15:46,19.84,36.145,24,513,0.005180715,0
15188,14-02-15 15:47,19.82333333,36.12666667,24,515.3333333,0.00517267,0
15189,14-02-15 15:48,19.79,36.2,24,516.5,0.005172462,0
15190,14-02-15 15:49,19.79,36.2,24,512.6666667,0.005172462,0
15191,14-02-15 15:49,19.79,36.2,24,512,0.005172462,0
15192,14-02-15 15:51,19.79,36.2,24,512,0.005172462,0
15193,14-02-15 15:52,19.79,36.2,24,504,0.005172462,0
15194,14-02-15 15:53,19.79,36.2,24,507.5,0.005172462,0
15195,14-02-15 15:53,19.79,36.2,24,505.5,0.005172462,0
15196,14-02-15 15:55,19.79,36.16333333,24,509,0.005167179,0
15197,14-02-15 15:55,19.89,36.2,24,515.6666667,0.005204911,0
15198,14-02-15 15:56,19.89,36.145,32,516,0.005196936,0
15199,14-02-15 15:58,19.89,36.09,13,515,0.005188963,0
15200,14-02-15 15:59,19.89,36.09,22,513,0.005188963,0
15201,14-02-15 16:00,19.89,36.0675,25.5,512.25,0.005185701,0
15202,14-02-15 16:01,19.89,36,33.5,515,0.005175915,0
15203,14-02-15 16:01,19.945,35.925,23.5,510.5,0.005182827,0
15204,14-02-15 16:02,20,35.9,37,500,0.005197017,0
15205,14-02-15 16:04,19.92666667,35.9,37,506.6666667,0.00517326,0
15206,14-02-15 16:05,20,35.9,37,513,0.005197017,0
15207,14-02-15 16:06,20,35.9,37,517,0.005197017,0
15208,14-02-15 16:07,20,35.9,19,516.5,0.005197017,0
15209,14-02-15 16:08,20,35.79,48,516,0.005180961,0
15210,14-02-15 16:08,20,35.79,20,516,0.005180961,0
15211,14-02-15 16:09,20,35.79,31,512,0.005180961,0
15212,14-02-15 16:11,20,35.745,17.5,511.5,0.005174392,0
15213,14-02-15 16:12,20,35.7,13,515,0.005167824,0
15214,14-02-15 16:13,20.05,35.745,13,521.5,0.005190574,0
15215,14-02-15 16:14,20.06666667,35.76,22,517,0.005198177,0
15216,14-02-15 16:14,20.1,35.9,26.5,509,0.005229569,0
15217,14-02-15 16:15,20,35.79,40,512,0.005180961,0
15218,14-02-15 16:17,20,35.79,40,514.5,0.005180961,0
15219,14-02-15 16:18,20,35.79,26.5,515,0.005180961,0
15220,14-02-15 16:19,20,35.79,13,522,0.005180961,0
15221,14-02-15 16:20,20.06666667,35.86333333,13,519.3333333,0.005213323,0
15222,14-02-15 16:21,20,35.745,22,524,0.005174392,0
15223,14-02-15 16:21,20.1,35.82666667,32.66666667,518.3333333,0.005218796,0
15224,14-02-15 16:23,20,35.7,19,517,0.005167824,0
15225,14-02-15 16:24,20.05,35.745,19,513.5,0.005190574,0
15226,14-02-15 16:25,20.1,35.79,19,512.5,0.005213411,0
15227,14-02-15 16:25,20.1,35.73,19,510,0.005204597,0
15228,14-02-15 16:27,20.1,35.745,33.5,509,0.005206801,0
15229,14-02-15 16:27,20.1,35.745,25,509,0.005206801,0
15230,14-02-15 16:28,20.1,35.79,31,516,0.005213411,0
